quality_score;species;country_of_origin;farm_name;altitude;region;harvest_year;aroma;flavor;aftertaste;acidity;body;balance;cupper_points;total_cup_points;moisture;color
81.75;Arabica;Mexico;LOS MAGUEYES;774;TENANGO DE DORIA, HIDALGO;2012;7.5;7.5;7.33;7.42;7.25;7.25;7.5;Sample  81.75;13;None
81.75;Arabica;Mexico;FINCA TEPICTLA;1250;TEPICTLA;2012;7.42;7.5;7.17;7.67;7.33;7.42;7.25;Sample  81.75;13;Green
81.75;Arabica;Mexico;ARROYO TRISTE, ARROYO TRISTE, SAN JOSE VISTA HERMOSA;1100;OAXACA;2012;7.42;7.5;7.33;7.58;7.33;7.33;7.25;Sample  81.75;11;Green
81.75;Arabica;Mexico;;1550;LA CONCORDIA;2012;7.33;7.42;7.33;7.67;7.42;7.25;7.33;Sample  81.75;12;Green
81.75;Arabica;Mexico;SANTA CRUZ - PANTE DOÑA GRACIELA;1650;LA CONCORDIA;2012;7.5;7.42;7.25;7.33;7.67;7.25;7.33;Sample  81.75;12;
81.75;Arabica;Colombia;;1750 msnm;Huila;2011;7.33;7.42;7.33;7.33;7.5;7.67;7.17;Sample  81.75;0;Green
81.75;Arabica;Colombia;;De 1600 a 1950 msnm;Huila;Mayo a Julio;7.42;7.58;6.92;7.08;7.25;8.0;7.5;Sample  81.75;8;
81.67;Arabica;Brazil;Fazenda Capoeirinha;890;South of Minas Gerais;2017 / 2018;7.42;7.5;7.25;7.5;7.5;7.25;7.25;Sample  81.67;11;Green
81.67;Arabica;Guatemala;LAS MERCEDITAS;1700;SAN MARCOS;2017;7.42;7.42;7.08;7.42;7.33;7.42;7.58;Sample  81.67;10;Green
81.67;Arabica;Guatemala;LA ESMERALDA;4000;SANTA ROSA;2017;7.42;7.33;7.17;7.67;7.33;7.42;7.33;Sample  81.67;12;Green
81.67;Arabica;Honduras;BETHEL;1450;MARCALA;2016;7.58;7.5;7.33;7.33;7.42;7.25;7.25;Sample  81.67;11;Blue-Green
81.67;Arabica;Tanzania, United Republic Of;Ngima;1800;Mbinga;2016;7.17;7.33;7.33;7.42;7.5;7.33;7.58;Sample  81.67;0;Green
81.67;Arabica;Nicaragua;Santa Matilde;;Jinotega, Nicaragua;;7.58;7.5;7.25;7.25;7.5;7.25;7.33;Sample  81.67;10;Green
81.67;Arabica;Colombia;;;La plata;2016;7.75;7.75;7.75;7.67;5.25;7.83;7.67;Sample  81.67;0;
81.67;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.25;7.75;6.92;7.42;7.5;7.58;7.25;Sample  81.67;0;Green
81.67;Arabica;Tanzania, United Republic Of;Multiple;1200-1800M;Mbinga;2014;7.42;7.33;7.25;7.42;7.5;7.42;7.33;Sample  81.67;12;Green
81.67;Arabica;Tanzania, United Republic Of;Ilomba 1;1700;Ilomba Vilage, Mbozi;2013;7.33;7.33;7.5;7.25;7.42;7.33;7.5;Sample  81.67;12;Green
81.67;Arabica;Brazil;Rio Verde;1260;South Minas Gerais;2014/2015;7.25;7.42;7.25;7.5;7.5;7.42;7.33;Sample  81.67;10;Green
81.67;Arabica;Indonesia;;;Bener Meriah;2013;7.17;7.42;7.33;7.42;7.33;7.42;7.58;Sample  81.67;11;Bluish-Green
81.67;Arabica;Honduras;Gran Manzana y el Aguacate;1400;Comayagua;2014;7.5;7.33;7.5;7.5;7.17;7.17;7.5;Sample  81.67;10;Green
81.67;Arabica;Costa Rica;Gamboa;1850;Tarrazu;2013;7.5;7.17;7.17;7.17;7.5;7.08;8.08;Sample  81.67;11;Green
81.67;Arabica;Mexico;;;Veracruz;2014;7.42;7.42;7.67;8.0;7.58;7.5;7.42;Sample  81.67;0;Green
81.67;Arabica;Taiwan;Mu he zi Coffee 木盒子咖啡園;150 M;Changhua BaGuaShan 彰化市八卦山;2013/2014;7.5;7.5;7.5;7.25;7.42;7.25;7.25;Sample  81.67;11;Green
81.67;Arabica;Taiwan;Guo xin ka fei 國昕咖啡;750 M;Nantou Guoxing 南投縣國姓鄉;2013/2014;7.58;7.42;7.33;7.42;7.33;7.33;7.25;Sample  81.67;11;Green
81.67;Arabica;Mexico;UNION RAMAL SANTA CRUZ;1400;LA CONCORDIA, CHIAPAS;2013;7.5;7.42;7.08;7.58;7.33;7.33;7.42;Sample  81.67;12;Green
81.67;Arabica;Guatemala;FINCA EL MORITO;5,500-6,000 PSNM;JALAPA;2012;7.5;7.67;7.33;7.33;7.33;7.33;7.17;Sample  81.67;11;Green
81.67;Arabica;Mexico;FINCA CAFETALERA LA SUIZA;1650;TUXTLA GUTIERREZ;2012;7.25;7.67;7.58;7.67;7.67;7.58;7.58;Sample  81.67;13;Green
81.67;Arabica;Mexico;;1400;YAJALON;2012;7.67;7.25;7.17;7.75;7.5;7.25;7.08;Sample  81.67;11;Green
81.67;Arabica;Mexico;UCIPA SANTA CATARINA;1200;VERACRUZ;2012;7.5;7.42;7.33;7.42;7.42;7.42;7.17;Sample  81.67;11;Green
81.67;Arabica;Mexico;FINCA NUEVA LINDA;1400;LA CONCORDIA, CHIAPAS;2012;7.58;7.42;7.25;7.58;7.25;7.17;7.42;Sample  81.67;11;Green
81.67;Arabica;Mexico;SACÚN PALMA;940;SACÚN PALMA, MUNICIPIO DE CHILÓN, CHIAPAS;2012;7.75;7.58;7.25;7.17;7.58;7.33;7.67;Sample  81.67;11;Green
81.67;Arabica;United States (Hawaii);;;Kona;2012;7.42;7.33;7.33;7.33;7.17;7.83;7.25;Sample  81.67;10;Green
81.58;Arabica;Honduras;varios;1200;Western Region;2018;7.5;7.42;7.08;7.42;7.5;7.33;7.33;Sample  81.58;11;Blue-Green
81.58;Arabica;Guatemala;LA ESPERANZA;190164;HUEHUETENANGO;2017;7.42;7.42;7.08;7.5;7.42;7.33;7.42;Sample  81.58;12;Green
81.58;Arabica;Taiwan;Baishengcun Coffee 百勝村咖啡莊園;800;Guoxing Township, Nantou County 南投縣國姓鄉;2016;7.42;7.42;7.25;7.67;7.33;7.25;7.25;Sample  81.58;10;Blue-Green
81.58;Arabica;Costa Rica;Cafetalera Aquiares;1.3;Turrialba;2015;7.58;7.42;7.5;7.17;7.08;7.58;7.25;Sample  81.58;12;Green
81.58;Arabica;Tanzania, United Republic Of;Acacia Hills;1800;Oldeani , Mongola;2014;7.42;7.42;7.33;7.42;7.42;7.33;7.25;Sample  81.58;12;Green
81.58;Arabica;Malawi;Kavuzi;1100M;West of Mzuzu;2014;7.42;7.42;7.17;7.58;7.33;7.33;7.33;Sample  81.58;13;Green
81.58;Arabica;Taiwan;Jacob's Estate 雅谷咖啡;850 M;Guoxing Township, Nantou County 南投縣國姓鄉;2014;7.33;7.17;7.08;7.08;8.33;8.25;7.0;Sample  81.58;0;
81.58;Arabica;Brazil;Rio Verde;1260;South Minas;2013/2014;7.42;7.42;7.33;7.33;7.5;7.25;7.33;Sample  81.58;12;Blue-Green
81.58;Arabica;Guatemala;EL MORITO;4300;ORIENTE;2013;7.42;7.33;7.17;7.58;7.42;7.5;7.17;Sample  81.58;12;Green
81.58;Arabica;Mexico;UNION RAMAL SANTA CRUZ;1400;LA CONCORDIA, CHIAPAS;2013;7.67;7.5;7.42;7.5;6.75;7.42;7.33;Sample  81.58;12;Green
81.58;Arabica;Mexico;LAS NUBES - PANTE DON JAIME;1600;LA CONCORDIA;2012;7.33;7.5;7.25;7.5;7.5;7.17;7.33;Sample  81.58;11;
81.58;Arabica;Mexico;SANTA CRUZ - PANTE DON JAIME;1650;LA CONCORDIA;2012;7.67;7.58;7.42;7.58;7.58;7.42;7.67;Sample  81.58;11;
81.58;Arabica;Thailand;Doi Chaang Coffee Original Co.,Ltd;4921ft;Doi Chaang Village, Chiang Rai, Thialand;2011;7.08;7.33;7.58;7.58;7.17;7.5;7.33;Sample  81.58;1;
81.58;Arabica;Thailand;Doi Tung Development Project;;;2011;7.33;7.33;7.17;7.5;7.58;7.33;7.33;Sample  81.58;20;
81.58;Arabica;Costa Rica;;4500-6000 Feet;Tarrazu, San Jose, Costa Rica;;7.25;7.17;7.33;7.33;7.5;7.75;7.25;Sample  81.58;0;
81.5;Arabica;Guatemala;LAS DELICIAS;4000;SANTA ROSA;2017;7.67;7.58;7.17;7.42;7.33;7.42;7.58;Sample  81.50;10;Green
81.5;Arabica;Nicaragua;Finca Las Marías;1100;JALAPA;2017;7.5;7.42;7.33;7.33;7.25;7.33;7.33;Sample  81.50;11;Green
81.5;Arabica;Honduras;LAS CUCHILLAS;1400;COMAYAGUA;2017;7.5;7.5;7.33;7.42;7.17;7.25;7.33;Sample  81.50;10;Green
81.5;Arabica;Guatemala;LAS DELICIAS;;SANTA ROSA;2017;7.5;7.42;7.25;7.25;7.5;7.25;7.33;Sample  81.50;12;Green
81.5;Arabica;Taiwan;谷泉咖啡莊園;160-200M;古坑鄉荷包村尖山坑60號;2015;7.5;7.42;7.33;7.08;7.58;7.25;7.33;Sample  81.50;12;Green
81.5;Arabica;Myanmar;Mixed;4000 ft;Ywar Ngan Township;2015;7.25;7.42;7.25;7.5;7.33;7.33;7.42;Sample  81.50;0;Green
81.5;Arabica;Costa Rica;Several;1200 msm;Occidental;2014;7.83;7.33;7.08;7.08;7.33;7.5;7.33;Sample  81.50;12;Green
81.5;Arabica;Malawi;Chinongo;1599M;North of Mzuzu;2014;7.67;7.42;6.92;7.5;7.5;7.17;7.33;Sample  81.50;12;Green
81.5;Arabica;Guatemala;VARIAS;4000 PSNM;ORIENTE;2014;7.5;7.42;7.17;7.58;7.25;7.42;7.17;Sample  81.50;12;Green
81.5;Arabica;Taiwan;Good Mood Coffee 馨晴咖啡        ;900 M;Guoxing Township, Nantou County 南投縣國姓鄉        ;2014;7.42;7.33;7.67;7.33;7.42;7.5;7.5;Sample  81.50;11;Blue-Green
81.5;Arabica;Brazil;PEREIRA ESTATE COFFEEE;1200;SUL DE MINAS;2014;7.58;7.5;7.5;7.67;7.67;7.83;7.75;Sample  81.50;0;Green
81.5;Arabica;Haiti;Mixed;400-1250m;Dondon, Haiti;2013;7.42;7.33;7.25;7.42;7.42;7.33;7.33;Sample  81.50;11;Bluish-Green
81.5;Arabica;Taiwan;Xu yuan zhang 徐源漳;600 M;Taichung Xinshe 台中市新社區;2013/2014;7.5;7.42;7.25;7.25;7.33;7.33;7.42;Sample  81.50;11;Green
81.5;Arabica;Mexico;NUEVA LINDA;1150;LA CONCORDIA, CHIAPAS;2013;7.33;7.33;7.17;7.42;7.5;7.5;7.25;Sample  81.50;13;Green
81.5;Arabica;Mexico;PRODUCTOR INDEPENDIENTE GUADALUPE VICTORIA;1600;AMATENANGO DE LA FRONTERA;2012;7.58;7.42;7.25;7.42;7.33;7.33;7.17;Sample  81.50;12;Green
81.5;Arabica;Mexico;SANTA MARIA TEMAXCALAPA;1100;TEMAXCALAPA;2012;7.42;7.25;7.17;7.42;7.17;8.0;7.08;Sample  81.50;12;Green
81.5;Arabica;Mexico;CANOA MANZANILLO;1000;MANZANILLO;2012;7.33;7.5;7.33;7.33;7.33;7.42;7.25;Sample  81.50;11;Green
81.5;Arabica;Mexico;HAMBURGO 7 ARROYOS;1250;TAPACHULA;2012;7.42;7.42;7.33;7.17;7.25;7.42;7.5;Sample  81.50;13;Green
81.5;Arabica;Mexico;EL ROMANCE AZUL;1100;ATOYAC DE ALVAREZ;2012;7.5;7.5;7.25;7.5;7.42;7.58;7.42;Sample  81.50;11;Green
81.5;Arabica;Indonesia;Ijen Highland, East Java;1200-1600masl;Ijen Highland, East Java;2012;7.75;7.17;7.17;7.33;7.58;7.33;7.17;Sample  81.50;12;Green
81.5;Arabica;Brazil;Sertao;1.25;SUL DE MINAS;2012;7.5;7.42;7.17;7.42;7.5;7.33;7.17;Sample  81.50;12;Blue-Green
81.5;Arabica;Guatemala;CHIQUIMULJA / ALPHA CAFE / SENFRO;;ORIENTE;2012;7.33;7.5;7.33;7.42;7.17;7.33;7.42;Sample  81.50;11;Green
81.5;Arabica;Colombia;;1050 - 1850;Cauca;Abril - Julio;7.42;7.42;7.17;7.42;7.42;7.33;7.33;Sample  81.50;6;
81.5;Arabica;United States (Hawaii);;;Kona;;7.33;7.33;7.33;7.5;7.5;7.83;7.33;Sample  81.50;0;
81.42;Arabica;Mexico;Cafetal;1100;Veracruz;2017;7.58;7.33;7.08;7.33;7.5;7.33;7.25;Sample  81.42;12;Green
81.42;Arabica;Guatemala;NUEVA GRANADA;4500;SAN MARCOS;2016;7.42;7.33;7.08;7.58;7.33;7.25;7.42;Sample  81.42;10;Green
81.42;Arabica;Brazil;FAZENDA RIO BRILHANTE;1100;CERRADO MINEIRO;2015/2016;7.33;7.5;7.5;7.33;6.83;7.42;7.5;Sample  81.42;11;Green
81.42;Arabica;Honduras;CERRO BUENO;1400 MSNM;Marcala;2015;7.5;7.33;7.17;7.25;7.5;7.42;7.25;Sample  81.42;12;Green
81.42;Arabica;Taiwan;山彎有機咖啡農場;110公尺;苗栗三灣;2014;7.83;7.75;7.42;7.17;7.08;7.08;7.08;Sample  81.42;12;Green
81.42;Arabica;Malawi;Chimpumba;1422;North of Mzuzu;2014;7.58;7.17;7.33;7.42;7.08;7.42;7.42;Sample  81.42;12;Bluish-Green
81.42;Arabica;Brazil;Rio Verde;1100;South Minas Gerais;2014/2015;7.25;7.5;7.42;7.17;7.33;7.33;7.42;Sample  81.42;0;Green
81.42;Arabica;Guatemala;SANTO TOMAS PACHUJ;1550 MTS.;SAN LUCAS TOLIMAN, SOLOLA;2014;7.42;7.5;7.17;7.42;7.42;7.42;7.08;Sample  81.42;10;Green
81.42;Arabica;Mexico;various small farms;1,550 meter;Siltepec el Triunfo;2014;7.67;7.33;7.25;7.17;7.25;7.42;7.33;Sample  81.42;0;Green
81.42;Arabica;Peru;;;Puno;2013;7.42;7.42;7.17;7.33;7.42;7.42;7.25;Sample  81.42;10;Bluish-Green
81.42;Arabica;Guatemala;LA UNION MONTE VERDE;4300;ORIENTE;2013;7.42;7.33;7.25;7.42;7.42;7.5;7.08;Sample  81.42;12;Green
81.42;Arabica;Mexico;PALANTLA;763;HUAZALINGO, HIDALGO;2012;7.42;7.33;7.25;7.17;7.25;7.42;7.58;Sample  81.42;13;None
81.42;Arabica;Mexico;LOS BRUJOS;1100;COATEPEC, COATEPEC;2012;7.42;7.42;7.25;7.25;7.5;7.33;7.25;Sample  81.42;13;
81.42;Arabica;Colombia;;1750 m.s.n.m;huila;2011;7.5;7.42;7.25;7.17;7.17;7.75;7.17;Sample  81.42;11;Green
81.42;Arabica;Colombia;;1880 msnm;Cauca;4T72010;7.75;7.33;7.42;7.0;7.33;7.25;7.33;Sample  81.42;16;
81.42;Arabica;United States (Hawaii);Kona Pacific Farmers Cooperative;;Kona;;7.83;7.0;7.0;7.58;7.58;7.5;6.92;Sample  81.42;1;
81.33;Arabica;Colombia;;;Huila;2016;7.5;7.33;7.33;7.17;7.33;7.42;7.25;Sample  81.33;0;
81.33;Arabica;Honduras;Las Cuchillas;1500;Comayagua;2016 / 2017;7.5;7.5;7.0;7.17;7.5;7.33;7.33;Sample  81.33;11;Bluish-Green
81.33;Arabica;Mexico;;1130;Huatusco, Veracruz;2016;7.67;7.42;7.0;7.42;7.58;7.08;7.17;Sample  81.33;12;Green
81.33;Arabica;Brazil;FAZENDA SACRAMENTO;1100;CERRADO MINEIRO;2015/2016;7.25;7.33;7.33;7.33;7.33;7.42;7.33;Sample  81.33;11;Green
81.33;Arabica;Honduras;Bethel;1350;Marcala;2015;7.58;7.42;7.17;7.42;7.17;7.17;7.42;Sample  81.33;9;Green
81.33;Arabica;Brazil;SERTAO FARM;1200;MANTIQUEIRA DE MINAS;2014/2015;7.17;7.33;7.42;7.25;7.42;7.33;7.42;Sample  81.33;12;Green
81.33;Arabica;Philippines;BACOFA;1400 MASL;DAVAO CITY, REGION 11;2014;7.08;7.33;7.42;7.33;7.33;7.5;7.33;Sample  81.33;14;Green
81.33;Arabica;Malawi;Usingini Farm;1200M;West of Mzuzu;2014;7.75;7.33;7.08;7.33;7.33;7.25;7.25;Sample  81.33;13;Green
81.33;Arabica;Honduras;El Cerron;1450 MSNM;San Marcos Ocotepeque;2014;7.33;7.33;7.17;7.33;7.5;7.33;7.33;Sample  81.33;12;Green
81.33;Arabica;Mexico;;1800;TAPACHULA;2012;7.58;7.42;7.25;7.33;7.25;7.25;7.25;Sample  81.33;13;Green
81.33;Arabica;Mexico;CRUZ VERDE;1000;VERACRUZ;2012;7.33;7.25;7.17;7.42;7.58;7.33;7.25;Sample  81.33;12;None
81.33;Arabica;Brazil;FAZENDAS KLEM        ;1100;MATAS DE MINAS        ;;7.5;7.58;7.5;7.5;7.75;7.83;7.58;Sample  81.33;11;Green
81.25;Arabica;Taiwan;Jing Jing Café 晶晶坊青山咖啡教室;680;Dongshan Dist., Tainan City 台南市東山區;2015;7.83;7.75;7.67;7.83;7.83;7.75;5.25;Sample  81.25;12;Green
81.25;Arabica;Brazil;Rio Verde;1;South of Minas Gerais;2015/2016;7.17;7.42;7.17;7.08;6.92;8.17;7.33;Sample  81.25;0;Green
81.25;Arabica;Nicaragua;Cafetales Santa Matilde;1100;Jinotega;2015;7.08;7.5;7.33;7.17;7.42;7.25;7.5;Sample  81.25;10;Green
81.25;Arabica;Honduras;CERRO BUENO;1400 MSN;MARCALA;2015;7.42;7.17;7.17;7.5;7.33;7.25;7.42;Sample  81.25;12;Green
81.25;Arabica;Guatemala;El Injerto S.A.;1700m;Huehuetenango;2014;7.33;7.42;7.17;7.25;7.42;7.33;7.33;Sample  81.25;9;Bluish-Green
81.25;Arabica;Tanzania, United Republic Of;Shangrilla Estate;1700;Karatu Ngorogoro;2014;7.33;7.17;7.17;7.5;7.25;7.42;7.42;Sample  81.25;13;Green
81.25;Arabica;Taiwan;Jia jia Coffee 佳佳咖啡莊;650 M;Nantou Guoxing 南投縣國姓鄉;2013/2014;7.5;7.5;7.25;7.25;7.25;7.25;7.25;Sample  81.25;11;Green
81.25;Arabica;Guatemala;FINCA MEDINA;5,000 F;SACATEPEQUEZ, GUATEMALA;2013;7.5;7.33;7.5;7.58;7.0;7.25;7.08;Sample  81.25;11;Green
81.25;Arabica;Mexico;FINCA CHANJUL;1500;MOTOZINTLA;2012;7.42;7.42;7.33;7.33;7.5;7.42;7.5;Sample  81.25;12;Green
81.17;Arabica;Nicaragua;LAS PROMESAS DE SAN BLASS;1200;DIPILTO, NUEVA SEGOVIA;2016;7.33;7.5;7.17;7.17;7.58;7.17;7.25;Sample  81.17;9;Green
81.17;Arabica;Tanzania, United Republic Of;Mviwambi Coffee Farmers;100/2000;Ruvuma, Mbinga;2015/2016;7.67;7.17;7.17;7.33;7.5;7.17;7.17;Sample  81.17;12;Green
81.17;Arabica;Mexico;Exportadora Café California;1200;CHIAPAS, JALTENANGO;2015;7.75;7.58;7.08;7.25;7.08;7.25;7.17;Sample  81.17;12;Green
81.17;Arabica;Costa Rica;EL PATALILLO;1200-1400 MASL;Tres Rios;2015;7.5;7.5;7.33;7.17;7.08;7.17;7.42;Sample  81.17;11;Bluish-Green
81.17;Arabica;Honduras;Los Hicaques;1450 mals;Central Region;2015;7.42;7.33;7.0;7.42;7.33;7.33;7.33;Sample  81.17;13;Green
81.17;Arabica;Thailand;;1,400-1,500 m;Chiangrai;2014;6.83;7.42;7.42;7.17;7.5;7.42;7.42;Sample  81.17;12;Blue-Green
81.17;Arabica;Philippines;IRISAN, BAGUIO;1200 MASL;CORILLERA ADMINISTRATIVE;2014;7.25;7.25;7.25;7.08;7.58;7.5;7.25;Sample  81.17;0;None
81.17;Arabica;Tanzania, United Republic Of;AMPCG;1550;Mbinga, Ruvuma;2014;7.58;7.17;7.17;7.33;7.33;7.25;7.33;Sample  81.17;12;Bluish-Green
81.17;Arabica;Malawi;Makoka Valley Estate;990-1000M;Southern- Zomba;2014;7.58;7.25;7.33;7.08;7.33;7.33;7.25;Sample  81.17;12;Green
81.17;Arabica;Costa Rica;VARIOS;1200-1400;CENTRAL VALLEY - WEST VALLEY;2014;7.33;7.08;7.33;7.25;7.33;7.58;7.25;Sample  81.17;11;Green
81.17;Arabica;Brazil;JULIANA;;MONTE CARMELO;2013;7.42;7.42;7.17;7.42;7.33;7.25;7.17;Sample  81.17;11;Green
81.17;Arabica;Mexico;;1800;TAPACHULA;2012;7.42;7.25;7.08;7.75;7.42;7.17;7.08;Sample  81.17;13;Green
81.17;Arabica;Guatemala;Finca Quequesquez;1450;Oriente;2012;7.42;7.25;7.33;7.25;7.25;7.42;7.25;Sample  81.17;12;Green
81.17;Arabica;Brazil;Fazenda São Sebastião;1000m;South of Minas Gerais;2012;7.42;7.33;7.25;7.42;7.5;7.17;7.08;Sample  81.17;12;Green
81.17;Arabica;United States (Hawaii);;;Kona;;7.25;7.75;7.67;7.67;7.42;7.67;7.75;Sample  81.17;4;
81.08;Arabica;Ethiopia;;0;sidamo;2016;7.42;7.33;7.17;7.33;7.42;7.17;7.25;Sample  81.08;11;
81.08;Arabica;Brazil;Fazenda São José Mirante;695;Alta Paulista (Sao Paulo);2016;7.58;7.42;7.5;7.25;7.75;7.58;7.33;Sample  81.08;11;Green
81.08;Arabica;Nicaragua;CAFETALES SANTA MATILDE;1,100 m.o.s.l.;JINOTEGA;2015;7.33;7.33;7.33;7.42;7.33;7.33;7.0;Sample  81.08;11;
81.08;Arabica;United States;;5600 feet;Central America;2014;7.42;7.17;7.33;7.42;7.25;7.33;7.17;Sample  81.08;0;
81.08;Arabica;Tanzania, United Republic Of;Mwalyego Amcos;1456;Iwala Village, Mbeya Rural;2014;7.42;7.33;7.33;7.25;7.25;7.33;7.17;Sample  81.08;13;Green
81.08;Arabica;Costa Rica;Santa Laura;1500 mts;Naranjo;2014;7.42;7.25;7.17;7.25;7.25;7.58;7.17;Sample  81.08;13;Green
81.08;Arabica;United States (Puerto Rico);Hacienda Caracolillo;2800 ft;Yauco Region;2013;7.67;7.75;7.67;7.58;7.58;7.67;8.5;Sample  81.08;0;Green
81.08;Arabica;Mexico;SAN FERNANDO, CHIAPAS;1650;SAN FERNANDO;2012;7.25;7.42;7.33;7.33;7.17;7.33;7.25;Sample  81.08;13;None
81.08;Arabica;Mexico;CAFETAL SINAI;1300;SANTO REYES NOPALA;2012;7.33;7.25;7.33;7.42;7.25;7.42;7.08;Sample  81.08;12;Green
81.08;Arabica;Mexico;;1642;SANTA MARIA SITEPEC;2012;7.33;7.33;7.25;7.42;7.25;7.25;7.25;Sample  81.08;11;Green
81.08;Arabica;Mexico;EL DESMORONADO;1200;TALPA DE ALLENDE;2012;7.42;7.33;7.25;7.42;7.17;7.25;7.25;Sample  81.08;10;Green
81.08;Arabica;United States (Hawaii);;;;2012;7.42;7.42;7.25;7.58;6.92;7.17;7.33;Sample  81.08;6;Blue-Green
81.0;Arabica;Brazil;CACHOEIRA DA GRAMA FARM;;GRAMA VALLEY;;7.25;7.25;7.17;7.5;7.33;7.17;7.33;Sample  81.00;11;Green
81.0;Arabica;El Salvador;Santa Josefita;1450;Apaneca - Ilamatepec;2017;7.42;7.08;7.08;7.33;7.25;7.58;7.25;Sample  81.00;0;Green
81.0;Arabica;Brazil;CACHOEIRA DA GRAMA FARM;;GRAMA VALLEY;2016 / 2017;7.33;7.17;7.17;7.67;7.33;7.17;7.17;Sample  81.00;11;Bluish-Green
81.0;Arabica;Guatemala;CHAPULTEPEC;3280;NORTE;2016;7.42;7.25;7.17;7.5;7.25;7.17;7.25;Sample  81.00;9;Green
81.0;Arabica;Colombia;;1600;Guayatá;2016;7.67;7.5;7.42;5.25;7.67;7.75;7.75;Sample  81.00;0;Green
81.0;Arabica;Guatemala;EL PAPATURRO;4000PSN;ORIENTE;2015;7.5;7.25;7.0;7.25;7.5;7.25;7.25;Sample  81.00;11;Green
81.0;Arabica;Taiwan;Jing Jing Café 晶晶坊青山咖啡教室;758M;Dongshan Dist., Tainan City 臺南市東山區;2015;7.25;7.17;7.17;7.25;7.5;7.33;7.33;Sample  81.00;12;Bluish-Green
81.0;Arabica;Honduras;EL CERRON;1350 ,SNN;SAN MARCOS, OCOTEPEQUE;2014;7.42;7.25;7.25;7.33;7.25;7.17;7.33;Sample  81.00;12;Green
81.0;Arabica;Brazil;;;CERRADO - CAMPOS ALTOS;2014;7.67;7.75;7.83;7.75;7.83;7.75;7.75;Sample  81.00;12;Green
81.0;Arabica;Tanzania, United Republic Of;Rural Cooperative Society;1525 M;Arusha;2014;7.33;7.33;7.08;7.42;7.17;7.33;7.33;Sample  81.00;12;Green
81.0;Arabica;Uganda;Kapchorwa;1700;Eastern;2013;7.33;6.92;7.17;7.33;7.42;7.42;7.42;Sample  81.00;12;Green
81.0;Arabica;Taiwan;Taiwan hao ka 台灣好咖莊園;1100 M;Nantou Xinyi 南投縣信義鄉;2013/2014;7.5;6.92;7.33;7.33;7.33;7.33;7.25;Sample  81.00;11;Green
81.0;Arabica;Thailand;Doi Tung Development Project;800++;Thailand;2012;7.33;7.42;7.25;7.42;7.25;7.17;7.17;Sample  81.00;0;Green
81.0;Arabica;Mexico;FINCA EL GAVILANCILLO;950;MOTOZINTLA, CHIAPAS;2012;7.08;7.33;7.33;7.33;7.42;7.25;7.25;Sample  81.00;12;Green
81.0;Arabica;Mexico;;1100;ADOLFO LOPEZ MATEOS;2012;7.58;7.67;7.5;7.67;7.58;7.5;7.5;Sample  81.00;0;Green
80.92;Arabica;Taiwan;八杞莊園;200;Taiwan;2017;7.33;7.17;7.25;7.33;7.33;7.25;7.25;Sample  80.92;0;Blue-Green
80.92;Arabica;Guatemala;LA ESPERANZA;1901;ORIENTE;2017;7.67;7.67;7.33;7.58;7.67;7.5;7.5;Sample  80.92;10;Green
80.92;Arabica;Kenya;Thiririka/maara;1600;Kiambu/Meru;2017;7.17;7.58;7.5;7.5;8.0;7.75;5.42;Sample  80.92;11;Green
80.92;Arabica;Mexico;Finca Monte Azúl;1100;Huatusco, Veracruz;2017;7.5;7.33;7.17;7.42;7.5;7.33;7.33;Sample  80.92;11;Green
80.92;Arabica;Myanmar;Sithar Coffee Farm;3500 ft;Pyinoolwin;2015;7.17;7.42;7.0;7.58;7.33;7.0;7.42;Sample  80.92;0;
80.92;Arabica;United States (Hawaii);;;KONA;2014;7.42;7.08;7.17;7.17;7.58;7.25;7.25;Sample  80.92;10;Bluish-Green
80.92;Arabica;Tanzania, United Republic Of;Karatu Estate;1700;Manyara, Karatu;2014;7.33;7.17;7.17;7.25;7.42;7.33;7.25;Sample  80.92;12;Green
80.92;Arabica;Brazil;SERTAO FARM;1200;MANTIQUEIRA DE MINAS;2014/2015;7.25;7.33;7.25;7.25;7.25;7.33;7.25;Sample  80.92;12;Green
80.92;Arabica;Taiwan;張文進莊園;550公尺;台中新社;2014;7.92;7.67;7.33;7.08;7.08;7.08;6.75;Sample  80.92;9;Green
80.92;Arabica;Brazil;Rio Verde;1100;South Minas Gerais;2014/2015;7.17;7.42;7.17;7.25;7.25;7.33;7.33;Sample  80.92;10;None
80.92;Arabica;Nicaragua;;Between 700 and 1,400 meters;Matagalpa, Jinotega and Nueva Segovia;2013;7.33;7.08;7.25;7.0;7.5;7.42;7.33;Sample  80.92;10;Green
80.92;Arabica;Guatemala;EL MORITO;5000 FT.;JALAPA;2014;7.58;7.42;6.92;7.5;7.25;7.17;7.08;Sample  80.92;12;Green
80.92;Arabica;Taiwan;Bi yun si shi yi 碧云四十一咖啡坊;900 M;Taichung Taiping 台中市太平區;2013/2014;7.42;7.25;7.25;7.25;7.25;7.25;7.25;Sample  80.92;11;
80.92;Arabica;Taiwan;Bai he lin Coffee 白鶴林咖啡莊園;688 M;Nantou Lugu Bai he lin南投縣鹿谷鄉白鶴林;2013/2014;7.25;7.17;7.08;7.08;7.08;8.08;7.17;Sample  80.92;11;Green
